,Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Preco,n_vendidos_categoria
59,Kit Com 10 Cuecas Slip Algodão Zorba,4.5,426,0.25,Zorba,Algodão,Masculino,Primavera/Verão,"Produto falsificado , não tem nada haver com zorba falsificação grosseira! uso zorba a muito tempo essa não é verdadeira não recomendo a compra.",A qualidade deixa a desejar no tamanho e tecido.,"Produto de ótima qualidade ! exatamente o que eu procurava !.
Recomendo.",159.9,1000
60,Kit 4 Cuecas Boxer Infantil Kids Menino Box Sem Costura Lupo,4.9,145,0.31,Lupo,Poliamida,Meninos,Primavera/Verão,"Produto pequeno, mercado livre não esta me habilitando a possibilidade de devolver o produto.",Excelente qualidade e meu filho amou.,"Meu filho tem 6 anos magro, tinha comprado medidas de 6 a 8 anos ficou pequena. Comprei novamente medidas de 9 a 11 anos, ficou muito bom.",109.9,1000
61,Kit C/23 Peças Body + Mijão Roupas Bebê Maternidade Enxoval,4.5,711,0.08,Batutinhas Baby,N/A,Bebês,Primavera/Verão,"5 estrelas porque pelo preço vale a pena. Se seu bebê for nascer em epoca de frio não recomendo. O material é bem fininho, mas como eu disse pelo preço não tinha como ser melhor. Vieram peças sortidas lisas e 1 peça estampada. Achei melhor pq é pra por por baixo.",Não gostei pois não gostei das cores que veio mesmo eu colocando que era pra menina veio muito marrom e verde nada combinando com nada tecido muito fininho não recomendo.,"Minha bebê não nasceu ainda,gostei muito das roupinhas,tecido fresquinho. Voltarei a comprar novamente!.",113.87,1000
62,Kit 3 Bermudas  Masculina Microfibra Forrada Piscina,,0,0.0,megalupe,Microfibra,Masculino,Primavera/Verão,N/A,N/A,N/A,139.9,5
63,Kit 4 Cuecas Boxer Box Sem Costura Algodão Masculino Zorba,4.7,1478,0.43,Zorba,Algodão,Masculino,N/A,O produto era tudo o que eu esperava.,"Sensacional comprei dois kits,8 unidades bbb.
Bom. Bonita. Barato.","Sao top as coecas só nao gostei.
Q veio 4brancas fora isso boas.",119.89,5000
64,Kit 2 Cuecas Boxer Lupo Basic Microfibra Sem Costura Box,4.8,1429,0.3,Lupo,Microfibra,Masculino,Primavera/Verão,Excelente produto e muito durável. Não sei como vai ser pq este produto dura muito. Comprei novo conjunto depois de quase 3 anos. Então se você quiser esquecer de comprar cueca pelo menos por 3 anos este é o produto ideal.,"Já conhecia esse produto de alta qualidade e preço baixo, tenho uma cueca dessa a 5 anos e ainda vai servir por mais tempo kkk, as cuecas de poliamida da lupo são excelentes, já as de algodão não duram um mês, não comprem as de algodão, comprem essa de poliamida são muito boas e bem duráveis m.","Produto original, estava com medo de comprar e não ser igual ao original porém me surpreendeu a qualidade do produto em breve vou comprar mais cuecas!.",69.99,10000
65,Faixa De Cabelo Lupo Sport Fitness Yoga Pilates 15010-001,4.9,45,0.0,Lupo,N/A,Feminino,N/A,Cumpre a função que é me deixar feia.,"Achei um pouco grande para a minha cabeça.
Só usei uma vez.","Produto ótimo, lindo e confortável.",41.57,500
66,Calça Jeans Levis 505 Masculina Tradicional,,0,0.0,Magazine Kubo,Jean,Masculino,Outono/Inverno,N/A,N/A,N/A,299.0,5
67,Kit 3 Blusas Mullet Tapa Bumbum Feminina Dry Fit Envio Já,4.7,1090,0.12,Moov Sports,N/A,Feminino,N/A,"Blusas perfeitas! malha leve e confortável. Tamanho conforme a tabela. Visto tamanho 46 e comprei xg porque gosto mais soltinha e ficou ótima. Não ficou marcando a barriga. Tem um pouco de transparência, mas já é própria dessa malha mesmo e usando com top não incomoda se comprar soltinha conforme eu fiz. Gostei muito e vou comprar mais.","Comprei a g pois tenho ombro largo e o tamanho ficou excelente, mais pra larginha, com tecido e acabamentos que me surpreenderam pelo preço do produto. Atrás é bem comprido mesmo, passa do bumbum, o que dá tranquilidade pra agachar na academia. As cores são boas e as blusas não ficam transparentes, secagem rápida. Recomendo!.","As blusas são simplesmente perfeitas, o tecido, o tamanho, acabamento, tudo! pedi g, tenho 1,68, 78kg e caiu perfeitamente bem. Estava com medo de vir pequena, mas as medidas estão corretíssimas. Com certeza voltarei a comprar. Parabéns pelo produto!.",105.92,5000
68,Roupa Dolmã Chef Cozinha Feminina Manga Curta Tecido Oxford,4.6,29,0.1,M L Freitas Confecções,Poliéster,N/A,N/A,N/A,"Muito bom , adorei pedi o tamanho gg e ficou ótimo no corpo, vou comprar mas adorei !.",Muito bom.,68.5,100
69,Roupas Femininas Bermuda Feminina Sarja Bolso P M G Gg Xg,5.0,6,0.0,brins,Sarja,Feminino,Primavera/Verão,O produto atendeu as expectativas.,Excelente.,Perfeita.,53.9,100
70,Conjunto 2 Calça Masculina Jogger Swang Roupas Academia Slim,4.8,19,0.1,Kick,Algodão75% poliester25%,Masculino,Outono/Inverno,Muito bom a calça de moletom grato.,"Gostei, veste bem.",Muito boas.,129.1,100
71,Saída Maternidade Menina Princesa Vermelha/rosê/rosa 5 Peças,4.8,58,0.0,Djiele,N/A,Bebês,N/A,Muito linda😍.,"Gente estou apaixonada ❤️😍, na minha opinião é perfeito coisa mais linda ❤️❤️❤️.",Produto muito bonito de qualidade muito boa.,184.9,100
72,Kit 3 Cuecas Slip Tamanho Especial Plus Size Algodão Mash,4.8,218,0.2,Mash,Algodão,Masculino,N/A,"Uso a marca mash e essas cuecas não tem a mesma qualidade de tecido, entretanto pelo custo, valeu a pena.","Produto de ótima qualidade, serviu certinho. Um problema chatinho foi a finalização da costura, fica incomodando na lateral. Peguei duas com esse problema. Passei uma lixa e resolveu.","É a segunda vez que compro essa marca. Achei a malha um pouco mais fina. Quanta a lavagem, as primeiras desbotaram após um tempo.",74.9,1000
73,Kit 3 Bermudas Jeans Masculinas | Preço De Fábrica | Premium,4.6,620,0.05,Bamborra,Jeans,Masculino,Outono/Inverno,"As minhas chegaram ontem, pela qualidade do produto comprarei mais vezes, já pela organização não vieram conforme a foto, vieram todas azuis, acho que deveriam ter um pouco mais de atenção referente a isso e avisar ao cliente quando não houver a cor solicitada já que o pagamento foi efetuado.","Jeans de ótima qualidade, só achei ruim pq as 3 peças apesar de serem a mesma numeração não são exatamente do mesmo tamanho, uma delas ficou mais justa, dá pra usar, mas não ficou tão legal como as outras duas. No geral gostei e indico!.","No momento achei as bermudas ótimas, duas são mais justas, tipo slim, uma outra é mais folgada. Irei usar as 3 logo nos próximos dias para servir como teste após lavagem. Não é um tecido tipo jeans, pois de todas jeans que eu tenho, nenhuma delas estica o pano.",199.5,5000
74,Lacre De Autenticidade Segurança Tag Etiqueta Roupa 980un,,0,0.25,Lacre de Autenticidade para Tags,N/A,Sem gênero,N/A,N/A,N/A,N/A,39.99,25
75,Kit Lote 6 Conjuntos Infantil Masculino Ou Feminino Atacado,4.3,355,0.1,Mkids,N/A,Meninas,N/A,"Pela primeira vez q faço uma comprá decepcionante horrorizada produto de péssima qualidade. Olha q meu esforço de comprá é grande mas essa me superei com tanta decpcao malha horrível pecas grandes peças pequenas sendo q opro tamanha eu pedi pra 8 anos era ora ser só um padrão. Aqui na minha cidade o valor de um cojunto desse é r$10,00 só comprei pq nos comentários tavam dizendo q era ótimo. Mas infelizmente decpcao.","Não recomendo!!! comprei tam 14 para minha filha de 6 anos só a camiseta serviu os shorts ficarão enormes, deduzi que se pedisse um tamanho maior iria ficar bom. Pedi cores sortidas veio 4 conjuntos repetidos, na imagem que colocam para gente ver são peças lindas todas diferentes, isso é uma falta de consideração com o cliente, propaganda falsa. Pelo valor imaginava ser de péssima qualidade o tecido mesmo, muito chateada. Pior compra que já fiz. Descaso com o cliente e mais uma vez repito não recomendo!.","Bom o kit não veio as estampas que pedi ,as camisetas são boas ,mas os shorts em proporção com as camisetas ,sao curtos p tamanho 12 e são transparente ,porém gostei da pontualidade e do precinho.
Compraria novamente mas teria q ter a opção de escolher as estampas.",139.91,1000
76,Calça Jeans Preta Feminina Super Lycra  Skinny Cintura Alta,4.4,1533,0.13,Stillger Jeans,Sarja,Feminino,Outono/Inverno,"A calça jeans é muito linda. Vestiu super bem, peguei a 40 e serviu perfeitamente, minhas medidas=79 de cintura, 97 de quadril,62 cm de coxa,67 kg, 1,62 de altura. Ficou boa no comprimento. Os comentários aqui no mercado livre deveriam ser mais detalhados pra ajudar quem vai comprar. Espero ter ajudado.","Gostei bastante do tecido é macio ,veste bem, tomando bom ,não ficou grande e nem curta,. Ainda não lavei pra dizer se encolheu ou desbotou.","Comprei pra minha esposa , ela gostou muito ❤️.",61.93,10000
77,Kit Com 7 Bermudas Fitness Academia Atacado Roupa Feminina,4.7,3,0.0,Nacional,Poliéster,Feminino,N/A,Material ótimo ficou perfeito.,Minha esposa adorou.,Bom.,137.9,5
78,Kit 3 Saco Organizor Mala Viagem Guarda Roupas,,0,0.0,Casambiente,N/A,N/A,N/A,N/A,N/A,N/A,19.86,25
79,Cobertor Enroladinho Bebê Saco De Dormir Ursinho Swaddle,4.8,148,0.0,Atelie Mundo Daju,N/A,Bebês,N/A,Achei q seria um pouco mais grosso e grande mais tá bom ainda dá p usar por um tempo.,"Produto muito bom, perfeito para climas bem frios, recomendo.",Lindo demais! excelente qualidade e custo x benefício.,69.89,500
80,Kit 8 Peças Lote Roupa Infantil Menino Masculino Atacado,4.2,317,0.1,AMK Kids,N/A,Meninos,N/A,N/A,Produto com um bom custo benefício.,Achei ótimo custo.,109.91,1000
81,Bermuda Masculina Mizuno Energy 7,,0,0.0,Mizuno,Poliéster,Masculino,Outono/Inverno,N/A,N/A,N/A,99.99,1
82,Calça Jeans Mon Com Elástico Na Cintura Roupas Femininas,4.5,29,0.0,Shop Smille,Jean,Feminino,N/A,"Linda calça, veste bem, o jeans não é pesado e fica linda no corpo, eu recomendo.","A calca é boa, tem a forma no tamanho certo, é bem fiel a foto. Nao chega a ser um jeans grosso, mais é intermediario. Eu adorei.",Ainda não usei a princípio estou satisfeita com o material!.,121.9,100
83,Kit 6 Cuecas Algodão Mash - Promoção Box Masculina Adulto,4.6,422,0.1,Mash,Algodão,Masculino,Primavera-verão Outono-inverno,"Tenho 1. 70 de altura, 54 kg e 79 cm de quadril. Peguei o menor tamanho e serviu perfeitamente. Se você tiver as coxas um pouco maiores e for mais alto, acho que a m vai te servir mais, pois o comprimento delas é razoavelmente pequeno (para mim, ficou ótimo).","As cuecas pretas são 60% algodão, está na própria etiqueta. As cinzas que são 100%, estranho isso. Os tamanhos estão errados, uso 42 e peguei g(sorte que peguei g), pela recomendação do site seria m, na dúvida, peque um tamanho maior. Tirando esses erros, a qualidade é boa e é bem confortável, não me arrependo, bom custo benefício.","Muito bom, com excelente qualidade, apenas umas das peças que veio muito apertada na coxa. Mas o produto é excelente.",129.99,1000
84,Kit Roupa De Ballet 6 Itens Infantil C/ Collant Meia Manga,4.8,139,0.0,Giovanna Ballet,N/A,Feminino,N/A,Maravilhoso. Compreem.,"Ótimo tecido, veio tudo certinho. Minha filha e eu amamos!! recomendo!.",Lindo amei.,99.89,500
85,Bermuda Under Armour Woven Graphic Preto Vermelho,,0,0.0,Under Armour,Poliéster,Masculino,Primavera/Verão,N/A,N/A,N/A,199.99,1
86,Calça Masculina Esportiva Slim Jogger Zíper Na Barra,4.2,58,0.1,Tactel Slim calça ziper,Poliéster,Masculino,Outono/Inverno,"Comprei tamanho g e ficou meio justo em alguns momentos quando agacho ou subo na moto da uma sensação de que vai rasgar. Mas até o momento está servindo, quem usa tamanho g melhor pedir gg.","Achei ótimo, bem leve o material ótimo para correr e fazer atividade física, séria ótimo se tivesse várias outras cores deferente.","Não parece ser gg, achei que seria maior.",59.91,100
87,Body + Saia + Laço Abelhinha Roupa De Bebe Mesversário,4.9,97,0.05,LCB,N/A,Bebês,Primavera/Verão,Excelente produto.,Eu amei.,"Veio faltando uma saia de tule, porem so vi no dia do mesversario.",47.65,500
88,Faixa + Extensor De Calça Para Gestante - Roupa,4.3,260,0.06,sulebe,N/A,Feminino,N/A,"O produto em si tem boa qualidade, mas comprei no início da gestação de acordo com o tamanho do jeans e até hoje, com 7 meses, não consegui usar a faixa pq é grande demais. O extensor de calça é horrível, é estreito e fica saindo da calça conforme você anda. Precisaria de um jeito de prender a ponta embaixo, mas não consegui pensar em um jeito pra isso.","Gostei do produto. O extensor tem bastante casinhas e a faixa é firme. Em mim ficou um pouco grande porque estou no início da gestação e minha barriga ainda está bem pequena, mas sei que usarei por bastante tempo. Bom. Já evito de comprar um monte de calça de gestante, que depois não servirá pra muita coisa.","Muitoooo útil! estou no sexto mês e usando já desde o terceiro, pois não gosto de nada me apertando. Comprei para usar com o uniforme e o meu já anda sozinho. Hehehe.",44.36,5000
89,Bermuda Masculina Shorts Tactel Microfibra Banho Mauricinho,,0,0.0,Slick,Microfibra,Masculino,Primavera/Verão,N/A,N/A,N/A,33.9,5
90,Kit 12 Peças De Roupa Infantil Menino = 6 Camisas + 6 Shorts,4.4,1223,0.08,Imperio Kids,N/A,Meninos,N/A,"Eu só não dei 5 estrela pelo tamanho meu filho usa numeração 4 comprei o 6 pra poder usar mais pra frente ficou a conta os tamanho não corresponde. 4 conjunto veio o tecido ótimo já os dois qualidades baixa mais pelo preço que paguei valeu a compra são roupas pra usar no dia a dia , lavei e não encolheu, e nem ficou danificada.","De baixa qualidade ao extremo, os moletinhos são até bonito mas, as bermudas de tectel e as camisas são de muito baixa qualidade, as estampas são bonitas mas os tecidos deixa muito a desejar, não estava esperando coisa muito boa até porque já tinha comprado roupas de outros fornecedores para menina e achei ótimo, não dava vergonha de usar, para menino foi a primeira vez e detestei.
Bermudas de moletinho bonitinha,.
Veio 1 camiseta linda,.
Bermuda de tectel razoável,.
As camisas de tecido horrível e o que deixa elas ainda mais feia é a costura da gola, horrível!.
Não recomendo, mas se for comprar pegue um tamanho 3 número maior.",Muito triste pq eu pedi tamanho3 e tamanho 4 e veio tamanho 2 tudo. Muito chateada e eu mandei muitas vezes mensagem e ele disse que ia mandar o tamanho que eu. Mais eu amei as roupas elas são todas lindas mais desse vendendo eu não peço mais por esse motivo né a sorte que meu filho de 3 anos e bem magrinha e uns ficou bem certinho nele. Mais 2 usada não vai servi mais e o meu filho de 1 ano e 8 meses e bem gordinho então ficou apertado.,137.4,5000
91,Blusa Mullet Roupa Tapa Bumbum Feminina Academia Envio Já,4.6,493,0.14,Moov Sports,N/A,Feminino,N/A,"Recomendo demais, são perfeitas.","Comprei 3 unidades, tenho 1,56 de altura e 58kg uso tam m mas peguei a g e ficou perfeita, ela é um tam pequeno então se quiser que ela fique confortável e bem na curva do bumbum melhor pegar um tam maior.
Ela é muito confortável e o tecido fresquinho. Lavei antes de usar, não encolheu e não desbotou. Valeu a pena a compra que fiz.","Já tinha uma da mesma marca e comprei mais 4, uma de cada cor. Cumpre muito bem a função de tapar as partes íntimas. Sou gordinha e uso 46 de sutiã, a gg serviu perfeitamete e confortável. Com o tempo e a lavagem, acaba pegando um pouco de bolinha, mas nada que impeça de usar. Vale super o custo-benefício!.",29.71,5000
92,Short Feminino Estampados De Elástico Kit Com 5 Unidades,,0,0.0,Voluccy,Poliéster,Feminino,Primavera/Verão,N/A,N/A,N/A,70.0,2
93,Calça Feminina Lycra Cintura Alta Empina Bumbum Enfermagem,4.7,218,0.0,Thamuz,Sarja,Feminino,Primavera/Verão,"A calça é linda!.
Tecido bom e modelagem também.
A calça não fica transparente, o tecido e grossinho porem leve. O cós é realmente alto !.
Comprei a numeração 38 por receio de ficar pequena, levei a costureira e pedi que ajustasse as pernas e fizesse a barra. Ficou perfeita,justinha como gosto nas pernas e na cuntura levemente folgada.
Tenho 1,55 e 53 kg.","Realmente não fica transparente. O material é de ótima qualidade.
Eu comprei a tamanho 42, fica bem acinturada. Amei.","Um pouco transparente por ser branco já esperava, mas veio a medida correta do que solicitei, visto 44 e pedi essa numeração e coube.",56.99,1000
